Word,Root,Gloss,Morphemes,Line Numbers
хаан,хаан,"king, khan, ruler",[],"13A, 18A, 19A, 24A, 28A, 29A, 44A, 58A, 63A, 85A, 131A, 160A, 168A, 225A, 231A, 258A, 335A, 339A, 380A, 384A, 385A, 387A, 407A, 416A, 420A, 428A, 430A, 445A, 451A, 487A, 528A, 530A, 540A, 543A, 578A, 580A, 587A, 590A, 614A, 626A, 754A, 759A, 904A, 922A, 957A, 991A, 1001A, 1014A, 1098A, 1101A, 1130A, 1133A, 1152A, 1170A, 1180A, 1193A, 1204A, 1218A, 1241A, 1264A, 1274A, 1306A, 1315A, 1320A, 1324A, 1331A, 1344A, 1362A, 1381A, 1402A, 1413A, 1419A, 1440A, 1457A, 1458A, 1484A, 1489A, 1501A, 1511A, 1525A, 1549A, 1550A, 1567A, 1575A, 1700A, 1706A, 1843A, 1986A, 2009A, 2021A, 2037A, 2119A, 2226A, 2347A, 2572A, 2601A, 2622A, 2626A, 2779A, 2780A, 2791A, 2802A, 2816A, 3037A, 3038A, 3083A, 3089A, 3092A, 3125A, 3126A, 3134A, 3136A, 3144A, 3145A, 3226A, 3230A, 3264A, 3272A, 3305A, 3327A, 4B, 7B, 325B, 328B, 418B, 434B, 464B, 467B, 487B, 529B, 541B, 558B, 575B, 579B, 639B, 642B, 644B, 649B, 669B, 670B, 671B, 675B, 677B, 680B, 680B, 695B, 697B, 698B, 702B, 704B, 707B, 707B, 723B, 724B, 730B, 736B, 741B, 743B, 749B, 830B, 836B, 839B, 1060B, 1072B, 1076B, 1082B, 1093B, 1101B, 1105B, 1112B, 1117B, 1154B, 1167B, 1183B, 1188B, 1192B, 1195B, 1202B, 1204B, 1207B, 1210B, 1219B, 1225B, 1228B, 1231B, 1234B, 1236B, 1241B, 1242B, 1244B, 1247B, 1256B, 1262B, 1269B, 1273B, 1280B, 1282B, 1289B, 1293B, 1295B, 1303B, 1303B, 1307B, 1309B, 1310B, 1315B, 1318B, 1321B, 1325B, 1331B, 1332B, 1335B, 1338B, 1339B, 1342B, 1345B, 1349B, 1352B, 1354B, 1356B, 1411B, 1414B, 1448B, 1450B, 1454B, 1463B, 1465B, 1479B, 1481B, 1542B, 1546B, 1559B, 1565B, 1576B, 1608B, 12C, 16C, 24C, 40C, 47C, 52C, 83C, 106C, 117C, 119C, 120C, 122C, 124C, 128C, 131C, 135C, 138C, 140C, 140C, 145C, 147C, 156C, 160C, 162C, 163C, 165C, 168C, 175C, 177C, 178C, 182C, 185C, 187C, 190C, 191C, 194C, 194C, 197C, 199C, 200C, 202C, 203C, 205C, 218C, 222C, 231C, 232C, 235C, 239C, 255C, 262C, 269C, 272C, 288C, 288C, 301C, 304C, 307C, 311C, 315C, 319C, 325C, 330C, 333C, 341C, 345C, 350C, 350C, 353C, 355C, 359C, 362C, 377C, 378C, 381C, 383C, 586C, 590C, 593C, 596C, 604C, 610C, 612C, 613C, 722C, 736C, 748C, 749C, 757C, 764C, 830C, 832C, 836C, 838C, 839C, 856C, 863C, 867C, 1332C, 1569C, 1775C, 1787C, 1792C"
эге,эге,chapter,[],"14A, 71A, 160A, 204A, 225A, 250A, 258A, 329A, 339A, 380A, 384A, 407A, 440A, 451A, 487A, 543A, 566A, 583A, 587A, 684A, 719A, 754A, 764A, 1362A, 1413A, 1419A, 1525A, 1643A, 1656A, 1706A, 2885A, 3448A, 3454A, 885B"
хаанныӊ,хаан,"king, khan, ruler",['ны (accusative)'],"14A, 154A, 329A, 398A, 399A, 435A, 538A, 719A, 750A, 799A, 994A, 1038A, 1097A, 1151A, 1169A, 1228A, 1254A, 1299A, 1349A, 1477A, 1505A, 1571A, 1582A, 1655A, 1960A, 1978A, 1979A, 2118A, 2153A, 2245A, 2885A, 3109A, 3225A, 3448A, 3454A, 496B, 497B, 539B, 540B, 541B, 554B, 631B, 654B, 664B, 687B, 692B, 705B, 773B, 778B, 867B, 874B, 878B, 880B, 1052B, 1053B, 1115B, 1180B, 1216B, 1217B, 1253B, 1254B, 1255B, 1276B, 1298B, 1407B, 1451B, 23C, 223C, 232C, 254C, 301C, 332C, 706C, 728C, 732C, 739C, 743C, 754C, 760C, 763C, 784C, 843C, 853C, 869C, 1590C"
бурун,,,"['ур (aorist)', 'ун (reflexive)']","15A, 1496B, 388C"
төрээн,төрээн,native,[],"15A, 16A, 17A, 32A, 33A, 132B, 135B, 220B, 445B, 446B, 449B, 472B, 476B, 482B, 499B, 331C, 661C"
хазы,,,['зы (verbalizer)'],15A
чок,чок,deny,[],"15A, 16A, 17A, 36A, 92A, 93A, 94A, 148A, 169A, 170A, 171A, 184A, 188A, 190A, 251A, 256A, 277A, 278A, 279A, 318A, 319A, 320A, 349A, 350A, 351A, 446A, 502A, 504A, 521A, 547A, 598A, 820A, 822A, 876A, 923A, 1000A, 1210A, 1282A, 1283A, 1296A, 1324A, 1348A, 1354A, 1366A, 1451A, 1511A, 1545A, 1815A, 1883A, 1884A, 1890A, 1903A, 1905A, 1922A, 2090A, 2371A, 2561A, 2627A, 2755A, 2758A, 2967A, 3012A, 3013A, 3159A, 3160A, 3164A, 3178A, 3450A, 3477A, 3481A, 3483A, 56B, 81B, 96B, 143B, 144B, 145B, 145B, 146B, 150B, 157B, 159B, 160B, 178B, 180B, 199B, 201B, 213B, 221B, 314B, 408B, 464B, 468B, 468B, 469B, 569B, 570B, 579B, 606B, 616B, 768B, 771B, 772B, 793B, 813B, 817B, 818B, 908B, 933B, 934B, 977B, 1086B, 1114B, 1132B, 1154B, 1196B, 1237B, 1274B, 1474B, 1543B, 1552B, 1554B, 147C, 160C, 171C, 270C, 404C, 423C, 479C, 480C, 483C, 517C, 543C, 569C, 578C, 727C, 908C, 908C, 910C, 925C, 931C, 969C, 1089C, 1092C, 1095C, 1159C, 1186C, 1256C, 1267C, 1273C, 1277C, 1290C, 1304C, 1307C, 1308C, 1384C, 1397C, 1421C, 1434C, 1435C, 1438C, 1486C, 1560C, 1561C, 1581C, 1583C, 1594C, 1604C, 1614C, 1616C, 1624C, 1635C, 1719C, 1727C, 1731C, 1769C"
соӊнай,,,['на (verbalizer)'],16A
дуӊмазы,,,"['ду (past tense)', 'зы (verbalizer)']","16A, 2079A, 2214A, 1123B, 1226B, 1263B, 1376B"
бодундан,бод,self,"['ун (reflexive)', 'дан (ablative)']","17A, 1384A, 395B, 1410C"
ажы,а,but,['жы (verbalizer)'],"17A, 35A, 184A, 185A, 250A, 3450A, 3490A, 241B, 1537B, 1539B, 1553B, 1573B, 613C, 908C"
төлү,төл,child,[],"17A, 184A, 190A, 250A, 1537B, 1539B, 908C"
мындыг,мындыг,"such, thus",[],"18A, 44A, 1357A, 2950A, 3488A, 20B, 183B, 249B, 873B, 893B, 908B, 972B, 976B, 977B, 1171B, 1238B, 1275B, 1412B, 5C, 86C, 93C, 111C, 183C, 208C, 210C, 214C, 220C, 396C, 415C, 436C, 725C, 805C, 923C, 932C, 1092C, 1125C, 1225C, 1226C, 1377C, 1389C, 1404C, 1418C, 1542C, 1570C, 1587C, 1616C, 1652C"
чузвеӊ,,,['чу (verbalizer)'],18A
амдыы,ам,now,['ды (past tense)'],"19A, 2524A, 915B"
кадайны,кадай,wife,['ны (accusative)'],"21A, 986A, 2995A, 9B, 641B, 664B"
чизе,,,"['чи (verbalizer)', 'зе (verbalizer)']",21A
даӊзызында,,,"['да (verbalizer)', 'зы (verbalizer)', 'зында (possessive 3rd locative)']",21A
бар,бар,be (present),[],"22A, 48A, 635A, 645A, 661A, 693A, 773A, 779A, 793A, 884A, 908A, 957A, 1073A, 1075A, 1080A, 1212A, 1480A, 1486A, 1507A, 1678A, 1707A, 1711A, 1718A, 1723A, 1728A, 1732A, 1990A, 2055A, 2071A, 2089A, 2127A, 2130A, 2150A, 2158A, 2286A, 2467A, 2630A, 2638A, 2807A, 2876A, 2895A, 3020A, 3136A, 3374A, 3378A, 3414A, 9B, 81B, 266B, 306B, 309B, 324B, 324B, 355B, 484B, 552B, 566B, 719B, 792B, 920B, 929B, 1065B, 1084B, 1130B, 1142B, 1145B, 1163B, 1189B, 1351B, 1356B, 1412B, 1431B, 1506B, 1509B, 1511B, 1542B, 1599B, 19C, 34C, 37C, 111C, 148C, 240C, 250C, 264C, 274C, 275C, 313C, 331C, 418C, 452C, 455C, 458C, 493C, 500C, 506C, 528C, 571C, 635C, 834C, 902C, 953C, 1026C, 1067C, 1192C, 1193C, 1362C, 1365C, 1393C, 1396C, 1425C, 1482C, 1491C, 1545C, 1546C, 1574C, 1577C, 1675C, 1695C, 1715C"
чогун,чогу,absence,[],"22A, 1441C, 1451C, 1501C"
билбес,,,"['ил (passive)', 'бе (negative)']","23A, 3041A, 908B, 994B, 167C, 395C, 1482C"
чүве,чүве,stuff,[],"23A, 31A, 48A, 54A, 63A, 131A, 185A, 267A, 327A, 370A, 382A, 419A, 424A, 444A, 446A, 574A, 586A, 619A, 652A, 773A, 812A, 814A, 857A, 890A, 904A, 920A, 932A, 992A, 1038A, 1080A, 1099A, 1207A, 1212A, 1258A, 1369A, 1382A, 1472A, 1480A, 1486A, 1495A, 1513A, 1717A, 1741A, 1862A, 1998A, 2011A, 2015A, 2044A, 2074A, 2125A, 2127A, 2130A, 2133A, 2173A, 2225A, 2251A, 2348A, 2426A, 2437A, 2530A, 2630A, 2638A, 2642A, 2757A, 2807A, 2822A, 2829A, 2848A, 2908A, 2967A, 2967A, 2985A, 3020A, 3038A, 3041A, 3136A, 3245A, 3272A, 3492A, 2B, 4B, 26B, 32B, 51B, 59B, 81B, 97B, 99B, 118B, 118B, 136B, 146B, 156B, 157B, 158B, 160B, 178B, 180B, 199B, 201B, 221B, 249B, 250B, 267B, 288B, 296B, 327B, 330B, 340B, 348B, 349B, 410B, 410B, 448B, 465B, 548B, 583B, 586B, 629B, 663B, 691B, 747B, 750B, 752B, 781B, 787B, 792B, 793B, 827B, 837B, 849B, 886B, 903B, 906B, 929B, 930B, 934B, 1003B, 1011B, 1013B, 1015B, 1017B, 1018B, 1021B, 1022B, 1026B, 1028B, 1035B, 1045B, 1056B, 1072B, 1078B, 1081B, 1095B, 1097B, 1104B, 1111B, 1115B, 1121B, 1124B, 1134B, 1139B, 1154B, 1196B, 1237B, 1241B, 1274B, 1294B, 1320B, 1324B, 1360B, 1362B, 1410B, 1412B, 1474B, 1482B, 1497B, 1532B, 1535B, 1557B, 1562B, 1574B, 1577B, 1598B, 1598B, 1610B, 3C, 25C, 42C, 61C, 70C, 76C, 80C, 94C, 99C, 186C, 189C, 203C, 204C, 205C, 206C, 211C, 225C, 236C, 240C, 258C, 291C, 293C, 310C, 369C, 379C, 392C, 396C, 400C, 404C, 406C, 407C, 412C, 414C, 423C, 428C, 429C, 432C, 445C, 449C, 478C, 483C, 485C, 493C, 511C, 512C, 531C, 550C, 555C, 604C, 646C, 651C, 657C, 679C, 725C, 733C, 779C, 816C, 834C, 908C, 910C, 915C, 925C, 929C, 956C, 967C, 1030C, 1068C, 1092C, 1109C, 1148C, 1155C, 1167C, 1176C, 1183C, 1192C, 1193C, 1203C, 1213C, 1213C, 1232C, 1243C, 1247C, 1251C, 1251C, 1259C, 1321C, 1322C, 1368C, 1375C, 1386C, 1387C, 1388C, 1391C, 1393C, 1393C, 1396C, 1397C, 1402C, 1404C, 1404C, 1409C, 1418C, 1500C, 1516C, 1524C, 1528C, 1537C, 1554C, 1629C, 1670C, 1679C, 1682C, 1736C, 1772C, 1775C, 1779C"
дир,,,['дир (particle)'],"23A, 27A, 185A, 385A, 417A, 519A, 619A, 946A, 1099A, 1207A, 1464A, 1472A, 1492A, 1549A, 1711A, 1922A, 1996A, 2000A, 2035A, 2125A, 2127A, 2130A, 2133A, 2225A, 2251A, 2426A, 2437A, 2464A, 2829A, 2917A, 3039A, 3086A, 3093A, 3272A, 3279A, 3371A, 26B, 28B, 97B, 98B, 99B, 119B, 152B, 173B, 174B, 193B, 194B, 288B, 289B, 363B, 379B, 409B, 468B, 488B, 499B, 747B, 750B, 793B, 833B, 837B, 948B, 1003B, 1035B, 1044B, 1081B, 1111B, 1124B, 1135B, 1141B, 1196B, 1237B, 1241B, 1274B, 1359B, 1412B, 1436B, 1546B, 1552B, 1555B, 1574B, 1584B, 1594B, 30C, 39C, 43C, 44C, 76C, 80C, 99C, 102C, 106C, 107C, 140C, 186C, 203C, 204C, 240C, 272C, 272C, 277C, 278C, 280C, 291C, 358C, 392C, 449C, 552C, 555C, 565C, 604C, 609C, 618C, 625C, 646C, 668C, 673C, 725C, 813C, 834C, 908C, 910C, 915C, 925C, 967C, 1015C, 1037C, 1069C, 1092C, 1127C, 1143C, 1152C, 1162C, 1165C, 1174C, 1181C, 1191C, 1213C, 1243C, 1247C, 1251C, 1251C, 1326C, 1335C, 1340C, 1345C, 1353C, 1361C, 1402C, 1418C, 1500C, 1555C, 1670C, 1746C, 1772C, 1775C"
боду,бод,self,[],"24A, 26A, 28A, 228A, 234A, 479A, 491A, 548A, 576A, 758A, 794A, 1092A, 1138A, 1241A, 1392A, 1669A, 1696A, 1710A, 1798A, 1862A, 1942A, 2163A, 2165A, 2192A, 2194A, 2416A, 2418A, 2515A, 2693A, 2726A, 2921A, 3154A, 3168A, 3173A, 3180A, 3248A, 213B, 270B, 306B, 311B, 312B, 443B, 444B, 455B, 653B, 686B, 1204B, 1242B, 1305B, 1536B, 1610B, 168C, 565C, 576C, 613C, 613C, 661C, 673C, 684C, 718C, 827C, 1184C"
чүс,чүс,hundred,[],"25A, 27A, 50A, 52A, 725A, 730A, 813A, 932A, 993A, 995A, 997A, 1675A, 1677A, 2144A, 2146A, 2147A, 2148A, 2155A, 2182A, 2185A, 2187A, 2206A, 2208A, 2210A, 2211A, 2603A, 2605A, 2944A, 3485A, 104B, 69C, 80C, 93C, 99C"
харны,хар,aged,['ны (accusative)'],"25A, 27A, 3339A, 3388A, 890B"
харлаан,хар,aged,"['ла (verbalizer)', 'ан (participle)']","25A, 27A"
кадын,кадын,queen,[],"26A, 28A, 57A, 228A, 234A, 335A, 1493A, 1498A, 1519A, 1829A, 1836A, 2622A, 3264A, 3327A, 1473B, 1481B, 1544B, 1546B, 1548B, 1549B, 1551B, 1558B, 860C, 869C, 881C"
чүвези,чүве,stuff,['зи (verbalizer)'],"27A, 483A, 715A, 1639A, 18B, 277C, 277C, 403C, 778C, 1203C, 1205C, 1417C, 1695C"
авыгайынга,а,but,"['гай (optative)', 'ын (reflexive)', 'га (dative)']",28A
ч,,,[],"28A, 3290A"
таалан,та,discourse particle indicating uncertainty (in response to a question),"['ал (ability)', 'ан (participle)']",28A
орган,,,"['ор (aorist)', 'ган (participle)']","28A, 424A, 842A, 2023A, 2059A, 257B, 1011B, 1018B, 1089B, 1108B, 328C, 769C, 1781C"
чаа,чаа,okay,[],"29A, 1400A, 2524A, 3024A, 282B, 529B, 899B, 1067B, 1293B, 11C, 17C, 23C, 29C, 32C, 33C, 43C, 62C, 85C, 101C, 131C, 142C, 180C, 420C, 491C, 499C, 524C, 649C, 1107C, 1732C, 1747C"
эр,эр,husband (outdated) (literally - man),[],"30A, 31A, 644A, 650A, 659A, 725A, 809A, 809A, 823A, 916A, 944A, 1092A, 1093A, 1262A, 1696A, 1697A, 1731A, 1942A, 1943A, 2394A, 2440A, 2476A, 2501A, 2503A, 2847A, 3018A, 3039A, 3090A, 3093A, 3104A, 3142A, 3154A, 3177A, 162B, 195B, 210B, 653B, 653B, 663B, 686B, 686B, 714B, 714B, 1018B, 1020B, 1069B, 1074B, 1358B, 1503B, 1507B, 157C, 158C, 158C, 366C, 557C, 625C, 668C, 673C, 1241C, 1245C, 1249C, 1254C, 1258C, 1361C"
кижи,кижи,human being,[],"30A, 42A, 50A, 52A, 130A, 151A, 153A, 181A, 188A, 190A, 192A, 193A, 238A, 239A, 254A, 256A, 324A, 325A, 326A, 378A, 387A, 388A, 408A, 421A, 430A, 449A, 458A, 502A, 504A, 541A, 547A, 629A, 631A, 738A, 760A, 761A, 884A, 932A, 946A, 950A, 956A, 957A, 988A, 1015A, 1427A, 1428A, 1429A, 1451A, 1492A, 1494A, 1496A, 1508A, 1509A, 1527A, 1545A, 1550A, 1551A, 1557A, 1575A, 1576A, 1580A, 1588A, 1649A, 1711A, 1730A, 1860A, 1906A, 1974A, 2043A, 2055A, 2073A, 2082A, 2090A, 2158A, 2241A, 2411A, 2426A, 2437A, 2464A, 2641A, 2642A, 2663A, 2830A, 2845A, 2847A, 2848A, 2849A, 2895A, 3041A, 3077A, 3079A, 3147A, 3160A, 3177A, 3258A, 3261A, 3371A, 3444A, 3B, 28B, 75B, 80B, 90B, 92B, 96B, 98B, 112B, 115B, 143B, 145B, 151B, 152B, 155B, 159B, 162B, 163B, 163B, 177B, 182B, 183B, 183B, 198B, 203B, 205B, 205B, 237B, 245B, 293B, 356B, 370B, 376B, 379B, 395B, 400B, 403B, 412B, 413B, 475B, 491B, 528B, 529B, 531B, 555B, 608B, 629B, 631B, 661B, 663B, 668B, 695B, 722B, 752B, 792B, 793B, 795B, 855B, 881B, 903B, 906B, 933B, 1023B, 1054B, 1073B, 1077B, 1084B, 1085B, 1088B, 1101B, 1109B, 1112B, 1124B, 1128B, 1141B, 1151B, 1161B, 1177B, 1186B, 1223B, 1232B, 1260B, 1270B, 1331B, 1345B, 1352B, 1381B, 1394B, 1412B, 1421B, 1424B, 1440B, 1443B, 1446B, 1448B, 1454B, 1462B, 1474B, 1534B, 1538B, 1552B, 1556B, 2C, 17C, 29C, 43C, 53C, 55C, 57C, 58C, 102C, 106C, 126C, 131C, 150C, 152C, 157C, 158C, 164C, 176C, 185C, 191C, 191C, 213C, 222C, 298C, 301C, 303C, 324C, 333C, 347C, 347C, 350C, 382C, 423C, 488C, 491C, 565C, 569C, 576C, 578C, 582C, 583C, 615C, 643C, 660C, 683C, 727C, 730C, 751C, 757C, 790C, 810C, 813C, 834C, 858C, 860C, 875C, 877C, 878C, 884C, 894C, 914C, 932C, 1153C, 1165C, 1174C, 1181C, 1357C, 1357C, 1358C, 1359C, 1361C, 1364C, 1371C, 1391C, 1395C, 1465C, 1482C, 1674C, 1674C, 1698C, 1698C, 1723C, 1726C, 1727C, 1729C, 1788C, 1789C, 1790C, 1791C, 1792C"
угаанныг,угаанныг,"intelligent, clever",[],31A
боор,боор,probably,[],"31A, 131A, 145A, 556A, 614A, 764A, 768A, 779A, 885A, 1211A, 1471A, 1594A, 1665A, 1906A, 1988A, 2018A, 2022A, 2125A, 2130A, 2265A, 2429A, 2530A, 2623A, 2687A, 2834A, 2844A, 3084A, 50B, 55B, 132B, 137B, 151B, 185B, 210B, 221B, 277B, 323B, 329B, 360B, 362B, 367B, 386B, 608B, 618B, 691B, 752B, 758B, 792B, 794B, 803B, 839B, 849B, 942B, 1007B, 1358B, 1441B, 1443B, 1474B, 1523B, 1554B, 1570B, 1571B, 1587B, 8C, 15C, 21C, 51C, 53C, 55C, 57C, 61C, 77C, 80C, 96C, 111C, 113C, 124C, 129C, 131C, 175C, 184C, 185C, 197C, 222C, 232C, 281C, 292C, 381C, 434C, 436C, 445C, 459C, 488C, 508C, 512C, 573C, 578C, 579C, 580C, 595C, 604C, 627C, 636C, 660C, 683C, 696C, 727C, 1063C, 1092C, 1096C, 1102C, 1111C, 1136C, 1226C, 1271C, 1370C, 1382C, 1427C, 1598C, 1629C, 1636C, 1668C, 1670C, 1671C"
болгай,бо,"this, that, those",['гай (optative)'],"31A, 36A, 40A, 292A, 388A, 632A, 766A, 773A, 904A, 908A, 923A, 950A, 1405A, 1551A, 1717A, 2658A, 2830A, 2897A, 3026A, 3282A, 74B, 263B, 289B, 293B, 370B, 413B, 465B, 494B, 795B, 904B, 996B, 1112B, 17C, 29C, 77C, 213C, 259C, 303C, 373C, 455C, 458C, 583C, 652C, 680C, 731C, 751C, 798C, 858C, 911C, 1068C, 1207C, 1449C, 1457C, 1483C, 1498C, 1499C"
буруг,,,"['ур (aorist)', 'уг (adjectival)']",32A
хаӊ,,,[],32A
соңнай,соң,end,['на (verbalizer)'],33A
дуӊмаӊ,,,['ду (past tense)'],33A
аал,аал,yurt,[],"34A, 883A, 998A, 1038A, 1099A, 1395A, 1447A, 1851A, 1961A, 1987A, 2353A, 3149A, 3223A, 3267A, 3381A, 3419A, 3425A, 3449A, 3454A, 3468A, 3472A, 52B, 72B, 293B, 337B, 540B, 552B, 880B, 965B, 1031B, 1065B, 1122B, 1432B, 1467B, 1548B, 1606B, 232C, 292C, 300C, 305C"
оранда,оран,"country, land, world, universe",['да (verbalizer)'],"34A, 983A, 1568A, 3038A, 3278A, 376B, 400B, 1407B, 1451B, 1573C"
үре,,,['үр (causative)'],34A
салгаан,сал,raft,"['га (dative)', 'ан (participle)']",34A
төлүвүс,төл,child,['вүс (1st plural person marker)'],35A
улус,улус,folk,[],"36A, 906A, 917A, 2008A, 3470A, 116B, 242B, 254B, 285B, 636B, 899B, 1097B, 1381B, 1382B, 1384B, 1478B, 253C, 538C, 908C, 908C, 1062C, 1236C, 1551C"
бис,бис,we,[],"36A, 37A, 906A, 917A, 947A, 964A, 2008A, 3124A, 3267A, 3470A, 24B, 24B, 45B, 45B, 46B, 106B, 128B, 130B, 132B, 148B, 251B, 254B, 285B, 286B, 409B, 445B, 494B, 494B, 637B, 639B, 775B, 821B, 833B, 833B, 836B, 899B, 899B, 937B, 1381B, 1382B, 1383B, 1384B, 1445B, 416C, 492C, 493C, 493C, 601C, 620C, 620C, 676C, 679C, 680C, 680C, 930C, 930C, 1063C, 1210C, 1214C, 1230C, 1233C, 1233C, 1257C, 1315C, 1324C, 1324C, 1329C, 1333C, 1582C, 1595C, 1605C, 1615C, 1625C, 1726C, 1728C"
өлү,өл,wet,[],"37A, 3380A, 280B, 1039B, 1119B, 1414B, 1402C, 1517C"
бээривиске,бээр,trade in,"['ивис (posessive 1st plural)', 'ке (dative)']","37A, 355A"
даштын,даштын,outdoor,[],"38A, 834A, 2038A, 2070A, 144B, 156B, 160B, 177B, 180B, 198B, 201B, 203B, 910B, 915B, 120C, 335C, 746C, 760C, 1068C"
турган,,,"['тур (evidential)', 'ган (participle)']","38A, 267A, 281A, 574A, 585A, 714A, 814A, 917A, 1638A, 1862A, 1902A, 1967A, 2102A, 2219A, 2263A, 2346A, 2384A, 2530A, 3138A, 3225A, 3367A, 3407A, 7B, 94B, 103B, 141B, 142B, 142B, 143B, 159B, 179B, 199B, 236B, 246B, 250B, 266B, 336B, 337B, 340B, 401B, 480B, 543B, 606B, 756B, 802B, 859B, 863B, 868B, 891B, 930B, 957B, 1037B, 1047B, 1118B, 1132B, 1298B, 1317B, 1377B, 1388B, 1447B, 1548B, 1562B, 3C, 25C, 27C, 42C, 56C, 191C, 192C, 206C, 223C, 292C, 305C, 313C, 329C, 499C, 557C, 589C, 590C, 598C, 646C, 654C, 715C, 797C, 927C, 1058C, 1106C, 1148C, 1212C, 1331C, 1357C, 1421C, 1528C, 1530C, 1634C, 1701C, 1708C, 1724C, 1779C"
мал,мал,"cattle, livestock",[],"38A, 242A, 2608A, 2905A, 2906A, 3159A, 3297A, 3298A, 145B, 468B, 468B, 469B, 534B, 544B, 559B, 561B, 569B, 882B, 1035B, 1036B, 1041B, 1061B, 1106B, 1115B, 1119B, 1290B, 713C, 1219C, 1226C, 1227C"
маган,,,['ган (participle)'],"38A, 242A, 1061B, 1106B"
ыттыӊ,,,"['ыт (actionality imperative)', 'ты (past tense)']","39A, 571B"
куштуӊ,куш,bird,['ту (past tense)'],"39A, 181A, 218A"
дою,,,[],"39A, 571B, 1565C"
ырыма,ыр,song,['ым (posessive 1st singular)'],40A
кижиниӊ,кижи,human being,['ни (accusative)'],"40A, 131A, 246A, 445A, 492A, 494A, 659A, 1443A, 2218A, 2661A, 3366A, 3406A, 3407A, 3407A, 311B, 360C, 376C, 830C, 1374C, 1569C"
үвү,,,[],40A
болур,болур,get on,[],"40A, 185A, 556A, 2225A, 2348A, 2408A, 2409A, 2822A, 2971A, 3021A, 3490A, 132B, 288B, 289B, 300B, 304B, 571B, 691B, 754B, 937B, 61C, 185C, 605C, 691C, 731C, 748C, 1213C, 1437C, 1448C, 1456C, 1464C, 1497C, 1728C, 1788C, 1789C, 1790C, 1791C, 1792C"
мооз,,,[],41A
бир,бир,one,[],"41A, 63A, 198A, 557A, 588A, 993A, 995A, 997A, 1453A, 1648A, 1649A, 2126A, 2128A, 2131A, 2675A, 2736A, 2740A, 2743A, 2830A, 2860A, 2929A, 3057A, 3066A, 3158A, 3245A, 3384A, 18B, 19B, 23B, 91B, 92B, 92B, 93B, 102B, 102B, 106B, 111B, 111B, 112B, 112B, 113B, 113B, 113B, 125B, 151B, 151B, 232B, 247B, 292B, 474B, 475B, 513B, 520B, 522B, 631B, 690B, 769B, 858B, 892B, 929B, 1005B, 1019B, 1019B, 1027B, 1027B, 1044B, 1044B, 1045B, 1047B, 1049B, 1049B, 1103B, 1124B, 1124B, 1125B, 1127B, 1128B, 1129B, 1129B, 1129B, 1141B, 1173B, 1297B, 1300B, 1321B, 1324B, 1328B, 1331B, 1335B, 1338B, 1342B, 1345B, 1349B, 1352B, 1417B, 1503B, 1544B, 1551B, 1585B, 1596B, 1602B, 2C, 4C, 30C, 61C, 190C, 200C, 216C, 219C, 227C, 291C, 296C, 300C, 305C, 317C, 397C, 399C, 413C, 418C, 440C, 442C, 443C, 489C, 510C, 558C, 630C, 634C, 639C, 642C, 659C, 687C, 723C, 726C, 731C, 767C, 779C, 808C, 819C, 830C, 865C, 878C, 895C, 908C, 908C, 923C, 936C, 936C, 954C, 956C, 965C, 968C, 969C, 984C, 986C, 986C, 989C, 992C, 994C, 1005C, 1012C, 1055C, 1058C, 1058C, 1090C, 1204C, 1209C, 1213C, 1249C, 1253C, 1261C, 1262C, 1279C, 1316C, 1324C, 1327C, 1334C, 1337C, 1342C, 1347C, 1414C, 1419C, 1544C, 1554C, 1568C, 1584C, 1656C, 1714C, 1771C"
ужур,ужур,"obligation, custom",[],"41A, 43A, 162C, 571C, 1731C"
аргазын,арга,chance,['зын (verbalizer)'],"41A, 1927A, 2624A, 2803A, 9C, 237C, 520C, 731C"
тыппаза,,,"['ып (circumstantial)', 'па (negative)', 'за (verbalizer)']",41A
хоржок,хоржок,impossible,[],"41A, 1512A, 1859A, 35B, 54B, 712B, 908B, 487C, 732C, 752C, 1267C, 1616C, 1728C"
